U0	U245	1.0
U1	U276	1.0
U2	U37	1.0
U2	U38	1.0
U2	U360	1.0
U3	U223	1.0
U3	U323	1.0
U3	U740	1.0
U4	U34	1.0
U4	U322	1.0
U4	U509	1.0
U5	U319	1.0
U5	U332	1.0
U5	U347	1.0
U5	U386	1.0
U5	U388	1.0
U6	U14	1.0
U6	U323	1.0
U7	U561	1.0
U7	U682	1.0
U7	U694	1.0
U8	U146	1.0
U8	U542	1.0
U8	U740	1.0
U9	U146	1.0
U9	U290	1.0
U9	U312	1.0
U10	U14	1.0
U10	U146	1.0
U11	U171	1.0
U11	U172	1.0
U11	U216	1.0
U11	U291	1.0
U11	U297	1.0
U11	U482	1.0
U11	U536	1.0
U11	U609	1.0
U12	U136	1.0
U12	U158	1.0
U12	U178	1.0
U12	U311	1.0
U13	U214	1.0
U13	U539	1.0
U14	U748	1.0
U15	U315	1.0
U15	U542	1.0
U15	U543	1.0
U15	U544	1.0
U15	U547	1.0
U15	U550	1.0
U15	U553	1.0
U15	U554	1.0
U15	U555	1.0
U15	U561	1.0
U15	U588	1.0
U15	U711	1.0
U16	U263	1.0
U16	U287	1.0
U16	U299	1.0
U16	U386	1.0
U17	U244	1.0
U17	U592	1.0
U17	U640	1.0
U18	U646	1.0
U18	U647	1.0
U18	U649	1.0
U18	U650	1.0
U18	U651	1.0
U18	U669	1.0
U19	U331	1.0
U19	U361	1.0
U19	U386	1.0
U20	U146	1.0
U20	U323	1.0
U20	U748	1.0
U21	U168	1.0
U21	U543	1.0
U21	U740	1.0
U22	U168	1.0
U22	U290	1.0
U22	U556	1.0
U23	U25	1.0
U23	U168	1.0
U24	U43	1.0
U24	U48	1.0
U24	U653	1.0
U24	U744	1.0
U25	U759	1.0
U25	U765	1.0
U26	U168	1.0
U26	U223	1.0
U26	U759	1.0
U27	U179	1.0
U27	U544	1.0
U27	U740	1.0
U28	U44	1.0
U28	U253	1.0
U28	U761	1.0
U29	U41	1.0
U29	U592	1.0
U30	U179	1.0
U30	U290	1.0
U30	U743	1.0
U31	U37	1.0
U31	U179	1.0
U32	U252	1.0
U32	U264	1.0
U32	U641	1.0
U33	U311	1.0
U33	U324	1.0
U33	U371	1.0
U34	U73	1.0
U34	U118	1.0
U34	U197	1.0
U34	U201	1.0
U34	U284	1.0
U34	U400	1.0
U34	U602	1.0
U34	U637	1.0
U34	U764	1.0
U35	U219	1.0
U35	U278	1.0
U35	U324	1.0
U35	U344	1.0
U35	U485	1.0
U35	U540	1.0
U35	U557	1.0
U35	U575	1.0
U36	U303	1.0
U36	U325	1.0
U36	U617	1.0
U37	U754	1.0
U38	U179	1.0
U38	U335	1.0
U39	U190	1.0
U39	U547	1.0
U39	U740	1.0
U40	U190	1.0
U40	U290	1.0
U40	U742	1.0
U41	U479	1.0
U41	U593	1.0
U42	U43	1.0
U42	U190	1.0
U43	U750	1.0
U44	U147	1.0
U44	U746	1.0
U44	U764	1.0
U45	U139	1.0
U45	U631	1.0
U45	U715	1.0
U45	U716	1.0
U46	U56	1.0
U46	U58	1.0
U46	U111	1.0
U46	U548	1.0
U47	U209	1.0
U47	U222	1.0
U47	U237	1.0
U47	U319	1.0
U47	U460	1.0
U48	U190	1.0
U48	U357	1.0
U49	U204	1.0
U49	U334	1.0
U49	U364	1.0
U50	U224	1.0
U50	U550	1.0
U50	U736	1.0
U51	U224	1.0
U51	U562	1.0
U51	U737	1.0
U52	U56	1.0
U52	U224	1.0
U53	U479	1.0
U53	U592	1.0
U53	U672	1.0
U54	U230	1.0
U54	U245	1.0
U54	U760	1.0
U55	U202	1.0
U55	U303	1.0
U55	U576	1.0
U55	U711	1.0
U56	U668	1.0
U57	U241	1.0
U57	U447	1.0
U57	U456	1.0
U57	U560	1.0
U57	U584	1.0
U57	U589	1.0
U58	U224	1.0
U58	U731	1.0
U59	U235	1.0
U59	U553	1.0
U59	U728	1.0
U60	U559	1.0
U60	U583	1.0
U60	U629	1.0
U61	U235	1.0
U61	U563	1.0
U61	U730	1.0
U62	U178	1.0
U62	U466	1.0
U62	U658	1.0
U63	U334	1.0
U63	U572	1.0
U63	U581	1.0
U64	U66	1.0
U64	U235	1.0
U65	U484	1.0
U65	U496	1.0
U65	U521	1.0
U65	U583	1.0
U66	U113	1.0
U66	U601	1.0
U67	U113	1.0
U67	U235	1.0
U67	U368	1.0
U68	U113	1.0
U68	U202	1.0
U68	U582	1.0
U69	U268	1.0
U69	U554	1.0
U69	U726	1.0
U70	U268	1.0
U70	U490	1.0
U70	U727	1.0
U71	U275	1.0
U71	U422	1.0
U71	U689	1.0
U71	U718	1.0
U72	U260	1.0
U72	U276	1.0
U72	U766	1.0
U73	U115	1.0
U73	U215	1.0
U73	U586	1.0
U74	U76	1.0
U74	U268	1.0
U75	U115	1.0
U75	U176	1.0
U75	U546	1.0
U75	U594	1.0
U75	U598	1.0
U75	U604	1.0
U75	U608	1.0
U75	U611	1.0
U75	U614	1.0
U76	U124	1.0
U76	U512	1.0
U77	U262	1.0
U77	U692	1.0
U77	U714	1.0
U78	U166	1.0
U78	U635	1.0
U78	U766	1.0
U79	U631	1.0
U79	U693	1.0
U79	U695	1.0
U79	U696	1.0
U80	U158	1.0
U80	U164	1.0
U80	U466	1.0
U81	U124	1.0
U81	U268	1.0
U81	U725	1.0
U82	U301	1.0
U82	U555	1.0
U82	U706	1.0
U83	U301	1.0
U83	U566	1.0
U83	U724	1.0
U84	U85	1.0
U84	U301	1.0
U85	U135	1.0
U85	U446	1.0
U86	U200	1.0
U86	U558	1.0
U86	U582	1.0
U87	U135	1.0
U87	U301	1.0
U87	U423	1.0
U88	U98	1.0
U88	U371	1.0
U88	U412	1.0
U88	U617	1.0
U89	U671	1.0
U89	U684	1.0
U89	U692	1.0
U90	U497	1.0
U91	U204	1.0
U91	U306	1.0
U91	U321	1.0
U92	U100	1.0
U92	U596	1.0
U92	U669	1.0
U93	U182	1.0
U93	U185	1.0
U93	U352	1.0
U93	U571	1.0
U93	U638	1.0
U93	U676	1.0
U94	U166	1.0
U94	U573	1.0
U94	U760	1.0
U95	U98	1.0
U95	U100	1.0
U95	U199	1.0
U95	U701	1.0
U96	U280	1.0
U96	U397	1.0
U96	U482	1.0
U96	U500	1.0
U96	U517	1.0
U96	U552	1.0
U97	U130	1.0
U97	U257	1.0
U97	U311	1.0
U97	U331	1.0
U97	U535	1.0
U97	U629	1.0
U97	U645	1.0
U97	U649	1.0
U97	U676	1.0
U97	U688	1.0
U97	U761	1.0
U98	U244	1.0
U98	U262	1.0
U98	U638	1.0
U99	U644	1.0
U99	U649	1.0
U99	U657	1.0
U100	U397	1.0
U101	U570	1.0
U101	U697	1.0
U102	U140	1.0
U102	U692	1.0
U103	U104	1.0
U103	U354	1.0
U103	U617	1.0
U104	U244	1.0
U104	U638	1.0
U105	U159	1.0
U105	U160	1.0
U105	U176	1.0
U105	U560	1.0
U106	U160	1.0
U106	U387	1.0
U107	U150	1.0
U107	U530	1.0
U108	U214	1.0
U108	U611	1.0
U108	U613	1.0
U109	U338	1.0
U109	U366	1.0
U109	U408	1.0
U110	U134	1.0
U110	U539	1.0
U111	U118	1.0
U111	U466	1.0
U112	U157	1.0
U112	U455	1.0
U113	U314	1.0
U114	U330	1.0
U114	U617	1.0
U114	U691	1.0
U115	U162	1.0
U115	U219	1.0
U115	U241	1.0
U115	U251	1.0
U115	U344	1.0
U115	U412	1.0
U115	U465	1.0
U115	U769	1.0
U116	U132	1.0
U116	U471	1.0
U117	U143	1.0
U117	U451	1.0
U118	U311	1.0
U118	U314	1.0
U118	U352	1.0
U118	U360	1.0
U118	U517	1.0
U118	U628	1.0
U118	U639	1.0
U118	U647	1.0
U118	U744	1.0
U119	U137	1.0
U119	U536	1.0
U120	U149	1.0
U120	U531	1.0
U121	U144	1.0
U121	U429	1.0
U122	U153	1.0
U122	U407	1.0
U123	U166	1.0
U123	U603	1.0
U123	U700	1.0
U124	U265	1.0
U124	U517	1.0
U125	U131	1.0
U125	U513	1.0
U126	U133	1.0
U126	U541	1.0
U127	U258	1.0
U127	U373	1.0
U127	U497	1.0
U128	U142	1.0
U128	U655	1.0
U128	U683	1.0
U129	U381	1.0
U129	U413	1.0
U129	U581	1.0
U130	U240	1.0
U130	U685	1.0
U131	U159	1.0
U131	U387	1.0
U132	U133	1.0
U132	U539	1.0
U133	U141	1.0
U133	U491	1.0
U134	U141	1.0
U134	U471	1.0
U135	U628	1.0
U135	U747	1.0
U136	U180	1.0
U136	U201	1.0
U136	U278	1.0
U136	U382	1.0
U136	U385	1.0
U136	U585	1.0
U136	U636	1.0
U136	U746	1.0
U137	U141	1.0
U137	U451	1.0
