U0	U1	1.0
U0	U2	1.0
U0	U7	1.0
U0	U18	1.0
U0	U28	1.0
U0	U37	1.0
U0	U38	1.0
U0	U39	1.0
U0	U40	1.0
U0	U42	1.0
U0	U43	1.0
U0	U44	1.0
U0	U48	1.0
U0	U49	1.0
U0	U50	1.0
U0	U51	1.0
U0	U52	1.0
U0	U54	1.0
U0	U55	1.0
U0	U56	1.0
U0	U58	1.0
U0	U59	1.0
U0	U61	1.0
U0	U62	1.0
U0	U63	1.0
U0	U64	1.0
U0	U66	1.0
U0	U67	1.0
U0	U68	1.0
U0	U69	1.0
U0	U70	1.0
U0	U71	1.0
U0	U72	1.0
U0	U74	1.0
U0	U75	1.0
U0	U76	1.0
U0	U78	1.0
U0	U80	1.0
U0	U81	1.0
U0	U83	1.0
U0	U97	1.0
U0	U111	1.0
U0	U114	1.0
U0	U124	1.0
U0	U127	1.0
U0	U136	1.0
U0	U142	1.0
U0	U146	1.0
U0	U156	1.0
U0	U162	1.0
U0	U171	1.0
U0	U185	1.0
U0	U200	1.0
U0	U202	1.0
U0	U210	1.0
U0	U217	1.0
U0	U219	1.0
U0	U223	1.0
U0	U231	1.0
U0	U245	1.0
U0	U246	1.0
U0	U257	1.0
U0	U260	1.0
U0	U274	1.0
U0	U288	1.0
U0	U302	1.0
U0	U317	1.0
U0	U322	1.0
U0	U325	1.0
U0	U328	1.0
U0	U332	1.0
U0	U337	1.0
U0	U340	1.0
U0	U345	1.0
U0	U353	1.0
U1	U5	1.0
U1	U19	1.0
U1	U32	1.0
U1	U47	1.0
U1	U60	1.0
U1	U73	1.0
U1	U82	1.0
U1	U86	1.0
U1	U96	1.0
U1	U99	1.0
U1	U106	1.0
U1	U111	1.0
U1	U113	1.0
U1	U127	1.0
U1	U128	1.0
U1	U192	1.0
U1	U209	1.0
U1	U231	1.0
U1	U309	1.0
U1	U335	1.0
U1	U348	1.0
U2	U327	1.0
U3	U25	1.0
U3	U358	1.0
U3	U359	1.0
U4	U17	1.0
U4	U194	1.0
U5	U84	1.0
U5	U95	1.0
U5	U129	1.0
U5	U189	1.0
U5	U191	1.0
U5	U348	1.0
U6	U25	1.0
U6	U359	1.0
U7	U144	1.0
U7	U148	1.0
U7	U213	1.0
U8	U68	1.0
U8	U178	1.0
U9	U68	1.0
U9	U180	1.0
U10	U68	1.0
U10	U181	1.0
U11	U68	1.0
U11	U163	1.0
U11	U183	1.0
U12	U86	1.0
U12	U309	1.0
U13	U91	1.0
U13	U187	1.0
U14	U19	1.0
U14	U127	1.0
U14	U309	1.0
U15	U188	1.0
U15	U206	1.0
U16	U29	1.0
U16	U82	1.0
U16	U299	1.0
U17	U32	1.0
U17	U139	1.0
U17	U179	1.0
U18	U44	1.0
U18	U274	1.0
U20	U194	1.0
U20	U341	1.0
U21	U76	1.0
U21	U114	1.0
U22	U23	1.0
U22	U32	1.0
U24	U54	1.0
U24	U111	1.0
U24	U132	1.0
U26	U80	1.0
U26	U156	1.0
U27	U38	1.0
U27	U78	1.0
U28	U103	1.0
U28	U141	1.0
U28	U150	1.0
U28	U246	1.0
U29	U54	1.0
U29	U111	1.0
U30	U194	1.0
U30	U339	1.0
U31	U68	1.0
U31	U81	1.0
U31	U219	1.0
U32	U85	1.0
U32	U98	1.0
U32	U107	1.0
U32	U129	1.0
U32	U140	1.0
U32	U192	1.0
U32	U245	1.0
U32	U294	1.0
U33	U102	1.0
U33	U115	1.0
U34	U68	1.0
U34	U166	1.0
U35	U89	1.0
U35	U102	1.0
U35	U128	1.0
U35	U140	1.0
U35	U201	1.0
U35	U211	1.0
U35	U231	1.0
U36	U266	1.0
U36	U335	1.0
U37	U94	1.0
U37	U100	1.0
U37	U109	1.0
U37	U118	1.0
U37	U127	1.0
U37	U130	1.0
U37	U134	1.0
U37	U325	1.0
U37	U330	1.0
U37	U342	1.0
U38	U54	1.0
U38	U60	1.0
U38	U69	1.0
U38	U75	1.0
U38	U82	1.0
U38	U84	1.0
U38	U95	1.0
U38	U96	1.0
U38	U103	1.0
U38	U105	1.0
U38	U111	1.0
U38	U124	1.0
U38	U127	1.0
U38	U134	1.0
U38	U135	1.0
U38	U136	1.0
U38	U137	1.0
U38	U138	1.0
U38	U141	1.0
U38	U143	1.0
U38	U144	1.0
U38	U145	1.0
U38	U147	1.0
U38	U148	1.0
U38	U149	1.0
U38	U150	1.0
U38	U156	1.0
U38	U200	1.0
U38	U203	1.0
U38	U206	1.0
U38	U209	1.0
U38	U213	1.0
U38	U221	1.0
U38	U230	1.0
U38	U235	1.0
U38	U253	1.0
U38	U260	1.0
U38	U271	1.0
U38	U274	1.0
U38	U283	1.0
U38	U305	1.0
U38	U309	1.0
U38	U325	1.0
U38	U340	1.0
U38	U354	1.0
U39	U69	1.0
U39	U139	1.0
U39	U218	1.0
U39	U231	1.0
U39	U267	1.0
U40	U48	1.0
U40	U82	1.0
U40	U105	1.0
U40	U106	1.0
U40	U118	1.0
U40	U246	1.0
U40	U253	1.0
U41	U84	1.0
U41	U147	1.0
U42	U51	1.0
U43	U141	1.0
U43	U148	1.0
U43	U221	1.0
U44	U69	1.0
U44	U206	1.0
U45	U82	1.0
U45	U222	1.0
U45	U314	1.0
U46	U57	1.0
U46	U194	1.0
U47	U158	1.0
U47	U189	1.0
U47	U286	1.0
U47	U335	1.0
U48	U52	1.0
U48	U136	1.0
U48	U150	1.0
U48	U246	1.0
U49	U192	1.0
U49	U284	1.0
U50	U124	1.0
U50	U150	1.0
U50	U271	1.0
U51	U353	1.0
U52	U69	1.0
U52	U253	1.0
U53	U136	1.0
U53	U210	1.0
U54	U55	1.0
U54	U82	1.0
U54	U87	1.0
U54	U88	1.0
U54	U93	1.0
U54	U112	1.0
U54	U113	1.0
U54	U124	1.0
U54	U134	1.0
U54	U136	1.0
U54	U141	1.0
U54	U144	1.0
U54	U145	1.0
U54	U152	1.0
U54	U159	1.0
U54	U171	1.0
U54	U185	1.0
U54	U195	1.0
U54	U197	1.0
U54	U198	1.0
U54	U200	1.0
U54	U203	1.0
U54	U204	1.0
U54	U205	1.0
U54	U207	1.0
U54	U209	1.0
U54	U214	1.0
U54	U215	1.0
U54	U222	1.0
U54	U225	1.0
U54	U230	1.0
U54	U233	1.0
U54	U236	1.0
U54	U241	1.0
U54	U242	1.0
U54	U244	1.0
U54	U254	1.0
U54	U264	1.0
U54	U275	1.0
U54	U276	1.0
U54	U277	1.0
U54	U281	1.0
U54	U293	1.0
U54	U295	1.0
U54	U297	1.0
U54	U298	1.0
U54	U299	1.0
U54	U300	1.0
U54	U303	1.0
U54	U304	1.0
U54	U306	1.0
U54	U307	1.0
U54	U308	1.0
U54	U310	1.0
U54	U311	1.0
